Bathymetry produced by Shom - 540
S186500200
long(DD),lat(DD),depth(m - down positive - LAT)
-1.17,44.746,1.86
-1.169,44.746,0.39
-1.168,44.746,0.24
-1.167,44.746,0.49
-1.166,44.746,0.71
-1.165,44.746,1.64
-1.164,44.746,2.1
-1.163,44.746,1.96
-1.162,44.746,2.25
-1.161,44.746,2.33
-1.16,44.746,2.25
-1.159,44.746,2.28
-1.158,44.746,2.21
-1.157,44.746,2.24
-1.156,44.746,2.39
-1.155,44.746,2.39
-1.154,44.746,2.27
-1.153,44.746,2.01
-1.152,44.746,1.68
-1.151,44.746,1.08
-1.15,44.746,0.6
-1.149,44.746,0.78
-1.148,44.746,1.33
-1.147,44.746,2.08
-1.146,44.746,2.18
-1.145,44.746,2.28
-1.144,44.746,2.26
-1.143,44.746,2.22
-1.142,44.746,2.3
-1.141,44.746,2.29
-1.14,44.746,2.26
-1.139,44.746,2.28
-1.138,44.746,2.31
-1.137,44.746,2.21
-1.136,44.746,2.32
-1.135,44.746,2.25
-1.134,44.746,2.23
-1.133,44.746,2.24
-1.132,44.746,2.21
-1.131,44.746,1.98
-1.13,44.746,2.07
-1.129,44.746,2.18
-1.128,44.746,2.02
-1.127,44.746,2.06
-1.126,44.746,2.41
-1.125,44.746,2.77
-1.124,44.746,3.14
-1.123,44.746,3.54
-1.122,44.746,3.96
-1.121,44.746,4.39
-1.12,44.746,4.83
-1.3,44.745,-23.1
-1.299,44.745,-23.05
-1.298,44.745,-22.95
-1.297,44.745,-22.88
-1.296,44.745,-22.76
-1.295,44.745,-22.67
-1.294,44.745,-22.63
-1.293,44.745,-22.56
-1.292,44.745,-22.45
-1.291,44.745,-22.34
-1.29,44.745,-22.24
-1.289,44.745,-22.11
-1.288,44.745,-22.02
-1.287,44.745,-21.9
-1.286,44.745,-21.85
-1.285,44.745,-21.76
-1.284,44.745,-21.69
-1.283,44.745,-21.62
-1.282,44.745,-21.53
-1.281,44.745,-21.5
-1.28,44.745,-21.35
-1.279,44.745,-21.23
-1.278,44.745,-21.15
-1.277,44.745,-21.02
-1.276,44.745,-20.92
-1.275,44.745,-20.77
-1.274,44.745,-20.6
-1.273,44.745,-20.45
-1.272,44.745,-20.29
-1.271,44.745,-20.13
-1.27,44.745,-19.93
-1.269,44.745,-19.63
-1.268,44.745,-19.37
-1.267,44.745,-19.02
-1.266,44.745,-18.55
-1.265,44.745,-18.05
-1.264,44.745,-17.26
-1.263,44.745,-16.31
-1.262,44.745,-15.44
-1.261,44.745,-14.81
-1.26,44.745,-14.18
-1.259,44.745,-13.6
-1.258,44.745,-12.93
-1.257,44.745,-12.32
-1.256,44.745,-11.64
-1.255,44.745,-10.6
-1.254,44.745,-8.51
-1.253,44.745,-5.2
-1.252,44.745,-4.03
-1.251,44.745,-6.11
-1.25,44.745,-5.17
-1.249,44.745,-2.8
-1.248,44.745,-0.67
-1.247,44.745,0.81
-1.246,44.745,1.54
-1.245,44.745,6.34
-1.174,44.745,7.33
-1.173,44.745,3.86
-1.172,44.745,1.6
-1.171,44.745,0.31
-1.17,44.745,0.97
-1.169,44.745,0.2
-1.168,44.745,0.06
-1.167,44.745,0.44
-1.166,44.745,1.41
-1.165,44.745,2.14
-1.164,44.745,2.32
-1.163,44.745,2.31
-1.162,44.745,2.47
-1.161,44.745,2.37
-1.16,44.745,2.27
-1.159,44.745,2.32
-1.158,44.745,2.33
-1.157,44.745,2.35
-1.156,44.745,2.45
-1.155,44.745,2.47
-1.154,44.745,2.29
-1.153,44.745,1.81
-1.152,44.745,1.21
-1.151,44.745,0.34
-1.15,44.745,0.7
-1.149,44.745,0.98
-1.148,44.745,1.59
-1.147,44.745,2.13
-1.146,44.745,2.28
-1.145,44.745,2.26
-1.144,44.745,2.27
-1.143,44.745,2.24
-1.142,44.745,2.28
-1.141,44.745,2.23
-1.14,44.745,2.27
-1.139,44.745,2.33
-1.138,44.745,2.45
-1.137,44.745,2.27
-1.136,44.745,2.33
-1.135,44.745,2.18
-1.134,44.745,2.24
-1.133,44.745,2.28
-1.132,44.745,2.33
-1.131,44.745,2.11
-1.13,44.745,2.11
-1.129,44.745,2.24
-1.128,44.745,2.01
-1.127,44.745,2.02
-1.126,44.745,2.24
-1.125,44.745,2.46
-1.124,44.745,2.72
-1.123,44.745,3.05
-1.122,44.745,3.42
-1.121,44.745,3.76
-1.12,44.745,4.03
-1.119,44.745,4.19
-1.3,44.744,-23.1
-1.299,44.744,-23.06
-1.298,44.744,-22.96
-1.297,44.744,-22.86
-1.296,44.744,-22.73
-1.295,44.744,-22.68
-1.294,44.744,-22.6
-1.293,44.744,-22.53
-1.292,44.744,-22.4
-1.291,44.744,-22.3
-1.29,44.744,-22.22
-1.289,44.744,-22.1
-1.288,44.744,-21.98
-1.287,44.744,-21.9
-1.286,44.744,-21.84
-1.285,44.744,-21.72
-1.284,44.744,-21.66
-1.283,44.744,-21.56
-1.282,44.744,-21.52
-1.281,44.744,-21.5
-1.28,44.744,-21.33
-1.279,44.744,-21.21
-1.278,44.744,-21.13
-1.277,44.744,-20.97
-1.276,44.744,-20.85
-1.275,44.744,-20.74
-1.274,44.744,-20.6
-1.273,44.744,-20.42
-1.272,44.744,-20.23
-1.271,44.744,-20.09
-1.27,44.744,-19.86
-1.269,44.744,-19.55
-1.268,44.744,-19.29
-1.267,44.744,-18.93
-1.266,44.744,-18.47
-1.265,44.744,-17.89
-1.264,44.744,-17.11
-1.263,44.744,-16.23
-1.262,44.744,-15.36
-1.261,44.744,-14.69
-1.26,44.744,-14.08
-1.259,44.744,-13.46
-1.258,44.744,-12.85
-1.257,44.744,-12.19
-1.256,44.744,-11.43
-1.255,44.744,-10.16
-1.254,44.744,-7.9
-1.253,44.744,-4.75
-1.252,44.744,-3.73
-1.251,44.744,-4.61
-1.25,44.744,-4.37
-1.249,44.744,-2.44
-1.248,44.744,0.23
-1.247,44.744,1.3
-1.246,44.744,2.14
-1.245,44.744,7.35
-1.18,44.744,5.34
-1.179,44.744,4.34
-1.178,44.744,2.98
-1.177,44.744,2.26
-1.176,44.744,1.75
-1.175,44.744,2.34
-1.174,44.744,0.99
-1.173,44.744,1.6
-1.172,44.744,1.24
-1.171,44.744,0.83
-1.17,44.744,1.55
-1.169,44.744,0.57
-1.168,44.744,-0.17
-1.167,44.744,-0.08
-1.166,44.744,1.25
-1.165,44.744,2.33
-1.164,44.744,2.35
-1.163,44.744,2.35
-1.162,44.744,2.26
-1.161,44.744,2.27
-1.16,44.744,2.2
-1.159,44.744,2.26
-1.158,44.744,2.35
-1.157,44.744,2.35
-1.156,44.744,2.46
-1.155,44.744,2.55
-1.154,44.744,2.28
-1.153,44.744,1.53
-1.152,44.744,0.69
-1.151,44.744,0.46
-1.15,44.744,1.57
-1.149,44.744,1.79
-1.148,44.744,2.0
-1.147,44.744,2.21
-1.146,44.744,2.22
-1.145,44.744,2.3
-1.144,44.744,2.33
-1.143,44.744,2.21
-1.142,44.744,2.07
-1.141,44.744,2.06
-1.14,44.744,2.17
-1.139,44.744,2.13
-1.138,44.744,2.11
-1.137,44.744,2.04
-1.136,44.744,2.23
-1.135,44.744,2.24
-1.134,44.744,2.33
-1.133,44.744,2.35
-1.132,44.744,2.26
-1.131,44.744,2.02
-1.13,44.744,1.95
-1.129,44.744,1.99
-1.128,44.744,1.85
-1.127,44.744,1.97
-1.126,44.744,2.14
-1.125,44.744,2.25
-1.124,44.744,2.36
-1.123,44.744,2.62
-1.122,44.744,2.92
-1.121,44.744,3.21
-1.12,44.744,3.46
-1.119,44.744,3.72
-1.118,44.744,4.18
-1.117,44.744,4.61
-1.116,44.744,4.79
-1.115,44.744,4.9
-1.114,44.744,5.03
-1.113,44.744,5.17
-1.109,44.744,6.15
-1.3,44.743,-23.08
-1.299,44.743,-23.02
-1.298,44.743,-22.92
-1.297,44.743,-22.83
-1.296,44.743,-22.7
-1.295,44.743,-22.65
-1.294,44.743,-22.57
-1.293,44.743,-22.47
-1.292,44.743,-22.37
-1.291,44.743,-22.26
-1.29,44.743,-22.2
-1.289,44.743,-22.04
-1.288,44.743,-21.95
-1.287,44.743,-21.82
-1.286,44.743,-21.8
-1.285,44.743,-21.63
-1.284,44.743,-21.63
-1.283,44.743,-21.53
-1.282,44.743,-21.47
-1.281,44.743,-21.41
-1.28,44.743,-21.27
-1.279,44.743,-21.17
-1.278,44.743,-21.05
-1.277,44.743,-20.93
-1.276,44.743,-20.8
-1.275,44.743,-20.7
-1.274,44.743,-20.57
-1.273,44.743,-20.41
-1.272,44.743,-20.21
-1.271,44.743,-20.03
-1.27,44.743,-19.77
-1.269,44.743,-19.51
-1.268,44.743,-19.2
-1.267,44.743,-18.9
-1.266,44.743,-18.38
-1.265,44.743,-17.83
-1.264,44.743,-17.08
-1.263,44.743,-16.24
-1.262,44.743,-15.45
-1.261,44.743,-14.66
-1.26,44.743,-14.0
-1.259,44.743,-13.37
-1.258,44.743,-12.65
-1.257,44.743,-11.9
-1.256,44.743,-11.05
-1.255,44.743,-9.32
-1.254,44.743,-7.06
-1.253,44.743,-4.39
-1.252,44.743,-4.72
-1.251,44.743,-4.12
-1.25,44.743,-3.4
-1.249,44.743,-2.12
-1.248,44.743,0.79
-1.247,44.743,1.86
-1.246,44.743,2.65
-1.182,44.743,5.35
-1.181,44.743,4.78
-1.18,44.743,3.84
-1.179,44.743,2.2
-1.178,44.743,2.01
-1.177,44.743,1.43
-1.176,44.743,1.26
-1.175,44.743,1.49
-1.174,44.743,1.01
-1.173,44.743,1.69
-1.172,44.743,1.77
-1.171,44.743,1.61
-1.17,44.743,1.7
-1.169,44.743,0.48
-1.168,44.743,-0.59
-1.167,44.743,-0.74
-1.166,44.743,0.66
-1.165,44.743,1.55
-1.164,44.743,1.84
-1.163,44.743,2.06
-1.162,44.743,1.71
-1.161,44.743,1.94
-1.16,44.743,2.18
-1.159,44.743,2.18
-1.158,44.743,2.25
-1.157,44.743,2.29
-1.156,44.743,2.33
-1.155,44.743,2.31
-1.154,44.743,1.91
-1.153,44.743,1.03
-1.152,44.743,-0.07
-1.151,44.743,0.54
-1.15,44.743,2.2
-1.149,44.743,2.33
-1.148,44.743,2.24
-1.147,44.743,2.26
-1.146,44.743,2.03
-1.145,44.743,2.15
-1.144,44.743,2.33
-1.143,44.743,2.24
-1.142,44.743,2.16
-1.141,44.743,2.11
-1.14,44.743,2.16
-1.139,44.743,1.92
-1.138,44.743,1.96
-1.137,44.743,2.1
-1.136,44.743,2.33
-1.135,44.743,2.33
-1.134,44.743,2.33
-1.133,44.743,2.28
-1.132,44.743,1.95
-1.131,44.743,1.83
-1.13,44.743,1.8
-1.129,44.743,1.92
-1.128,44.743,1.92
-1.127,44.743,2.04
-1.126,44.743,2.21
-1.125,44.743,2.33
-1.124,44.743,2.13
-1.123,44.743,2.29
-1.122,44.743,2.52
-1.121,44.743,2.77
-1.12,44.743,3.01
-1.119,44.743,3.27
-1.118,44.743,3.62
-1.117,44.743,3.96
-1.116,44.743,4.21
-1.115,44.743,4.44
-1.114,44.743,4.68
-1.113,44.743,4.95
-1.112,44.743,5.16
-1.111,44.743,5.16
-1.108,44.743,5.15
-1.3,44.742,-23.06
-1.299,44.742,-22.98
-1.298,44.742,-22.85
-1.297,44.742,-22.81
-1.296,44.742,-22.67
-1.295,44.742,-22.59
-1.294,44.742,-22.51
-1.293,44.742,-22.44
-1.292,44.742,-22.35
-1.291,44.742,-22.24
-1.29,44.742,-22.18
-1.289,44.742,-22.04
-1.288,44.742,-21.91
-1.287,44.742,-21.82
-1.286,44.742,-21.71
-1.285,44.742,-21.63
-1.284,44.742,-21.59
-1.283,44.742,-21.49
-1.282,44.742,-21.43
-1.281,44.742,-21.35
-1.28,44.742,-21.23
-1.279,44.742,-21.13
-1.278,44.742,-20.99
-1.277,44.742,-20.89
-1.276,44.742,-20.84
-1.275,44.742,-20.7
-1.274,44.742,-20.54
-1.273,44.742,-20.4
-1.272,44.742,-20.18
-1.271,44.742,-19.95
-1.27,44.742,-19.7
-1.269,44.742,-19.42
-1.268,44.742,-19.11
-1.267,44.742,-18.8
-1.266,44.742,-18.33
-1.265,44.742,-17.67
-1.264,44.742,-16.94
-1.263,44.742,-16.16
-1.262,44.742,-15.4
-1.261,44.742,-14.6
-1.26,44.742,-13.93
-1.259,44.742,-13.12
-1.258,44.742,-12.26
-1.257,44.742,-11.43
-1.256,44.742,-10.38
-1.255,44.742,-8.63
-1.254,44.742,-6.22
-1.253,44.742,-3.71
-1.252,44.742,-4.02
-1.251,44.742,-3.78
-1.25,44.742,-3.08
-1.249,44.742,-1.46
-1.248,44.742,0.88
-1.247,44.742,1.77
-1.246,44.742,2.06
-1.182,44.742,5.35
-1.181,44.742,4.18
-1.18,44.742,2.99
-1.179,44.742,2.02
-1.178,44.742,1.96
-1.177,44.742,1.11
-1.176,44.742,1.29
-1.175,44.742,1.64
-1.174,44.742,1.65
-1.173,44.742,1.92
-1.172,44.742,2.12
-1.171,44.742,1.85
-1.17,44.742,1.36
-1.169,44.742,-0.4
-1.168,44.742,-1.42
-1.167,44.742,-1.98
-1.166,44.742,-0.52
-1.165,44.742,1.17
-1.164,44.742,1.27
-1.163,44.742,1.38
-1.162,44.742,0.91
-1.161,44.742,1.58
-1.16,44.742,1.93
-1.159,44.742,2.2
-1.158,44.742,2.2
-1.157,44.742,2.26
-1.156,44.742,2.33
-1.155,44.742,2.16
-1.154,44.742,1.55
-1.153,44.742,0.08
-1.152,44.742,-1.53
-1.151,44.742,-0.32
-1.15,44.742,1.29
-1.149,44.742,2.29
-1.148,44.742,2.14
-1.147,44.742,2.2
-1.146,44.742,2.04
-1.145,44.742,2.03
-1.144,44.742,2.17
-1.143,44.742,2.14
-1.142,44.742,2.24
-1.141,44.742,2.13
-1.14,44.742,1.98
-1.139,44.742,1.51
-1.138,44.742,1.75
-1.137,44.742,1.98
-1.136,44.742,2.31
-1.135,44.742,2.35
-1.134,44.742,2.31
-1.133,44.742,2.0
-1.132,44.742,1.55
-1.131,44.742,1.84
-1.13,44.742,2.05
-1.129,44.742,2.07
-1.128,44.742,2.01
-1.127,44.742,2.12
-1.126,44.742,2.2
-1.125,44.742,2.22
-1.124,44.742,2.15
-1.123,44.742,2.14
-1.122,44.742,2.25
-1.121,44.742,2.43
-1.12,44.742,2.63
-1.119,44.742,2.82
-1.118,44.742,3.06
-1.117,44.742,3.32
-1.116,44.742,3.57
-1.115,44.742,3.85
-1.114,44.742,4.17
-1.113,44.742,4.52
-1.112,44.742,4.87
-1.111,44.742,5.16
-1.11,44.742,5.16
-1.109,44.742,5.15
-1.108,44.742,5.0
-1.107,44.742,5.12
-1.106,44.742,5.8
-1.105,44.742,6.13
-1.3,44.741,-23.0
-1.299,44.741,-22.96
-1.298,44.741,-22.82
-1.297,44.741,-22.77
-1.296,44.741,-22.62
-1.295,44.741,-22.55
-1.294,44.741,-22.45
-1.293,44.741,-22.4
-1.292,44.741,-22.28
-1.291,44.741,-22.17
-1.29,44.741,-22.13
-1.289,44.741,-21.98
-1.288,44.741,-21.87
-1.287,44.741,-21.78
-1.286,44.741,-21.7
-1.285,44.741,-21.63
-1.284,44.741,-21.56
-1.283,44.741,-21.48
-1.282,44.741,-21.4
-1.281,44.741,-21.32
-1.28,44.741,-21.16
-1.279,44.741,-21.11
-1.278,44.741,-20.97
-1.277,44.741,-20.87
-1.276,44.741,-20.78
-1.275,44.741,-20.65
-1.274,44.741,-20.49
-1.273,44.741,-20.32
-1.272,44.741,-20.12
-1.271,44.741,-19.92
-1.27,44.741,-19.63
-1.269,44.741,-19.36
-1.268,44.741,-18.99
-1.267,44.741,-18.65
-1.266,44.741,-18.14
-1.265,44.741,-17.56
-1.264,44.741,-16.87
-1.263,44.741,-16.14
-1.262,44.741,-15.4
-1.261,44.741,-14.64
-1.26,44.741,-13.7
-1.259,44.741,-12.67
-1.258,44.741,-11.83
-1.257,44.741,-10.91
-1.256,44.741,-9.93
-1.255,44.741,-8.06
-1.254,44.741,-5.47
-1.253,44.741,-3.34
-1.252,44.741,-4.31
-1.251,44.741,-4.78
-1.25,44.741,-3.74
-1.249,44.741,-1.18
-1.248,44.741,0.65
-1.247,44.741,1.29
-1.246,44.741,4.55
-1.183,44.741,5.35
-1.182,44.741,4.1
-1.181,44.741,3.07
-1.18,44.741,2.18
-1.179,44.741,1.73
-1.178,44.741,1.74
-1.177,44.741,1.46
-1.176,44.741,1.59
-1.175,44.741,1.7
-1.174,44.741,1.63
-1.173,44.741,1.8
-1.172,44.741,1.93
-1.171,44.741,1.84
-1.17,44.741,1.86
-1.169,44.741,0.2
-1.168,44.741,-1.47
-1.167,44.741,-1.62
-1.166,44.741,-1.28
-1.165,44.741,0.35
-1.164,44.741,1.76
-1.163,44.741,1.81
-1.162,44.741,1.63
-1.161,44.741,1.93
-1.16,44.741,1.71
-1.159,44.741,1.89
-1.158,44.741,2.2
-1.157,44.741,2.22
-1.156,44.741,2.26
-1.155,44.741,2.2
-1.154,44.741,1.87
-1.153,44.741,0.37
-1.152,44.741,-1.33
-1.151,44.741,-0.31
-1.15,44.741,0.41
-1.149,44.741,1.4
-1.148,44.741,2.09
-1.147,44.741,2.3
-1.146,44.741,2.19
-1.145,44.741,2.24
-1.144,44.741,2.21
-1.143,44.741,2.12
-1.142,44.741,2.17
-1.141,44.741,2.13
-1.14,44.741,2.1
-1.139,44.741,1.2
-1.138,44.741,1.65
-1.137,44.741,1.7
-1.136,44.741,2.11
-1.135,44.741,2.35
-1.134,44.741,2.35
-1.133,44.741,1.89
-1.132,44.741,1.55
-1.131,44.741,2.01
-1.13,44.741,2.05
-1.129,44.741,2.07
-1.128,44.741,1.93
-1.127,44.741,2.06
-1.126,44.741,2.03
-1.125,44.741,2.04
-1.124,44.741,2.01
-1.123,44.741,2.03
-1.122,44.741,2.07
-1.121,44.741,2.2
-1.12,44.741,2.33
-1.119,44.741,2.44
-1.118,44.741,2.58
-1.117,44.741,2.73
-1.116,44.741,2.92
-1.115,44.741,3.21
-1.114,44.741,3.53
-1.113,44.741,3.88
-1.112,44.741,4.23
-1.111,44.741,4.53
-1.11,44.741,4.66
-1.109,44.741,4.72
-1.108,44.741,4.73
-1.107,44.741,4.92
-1.106,44.741,5.38
-1.105,44.741,5.76
-1.104,44.741,5.96
-1.103,44.741,6.13
-1.3,44.74,-22.96
-1.299,44.74,-22.91
-1.298,44.74,-22.81
-1.297,44.74,-22.75
-1.296,44.74,-22.6
-1.295,44.74,-22.53
-1.294,44.74,-22.45
-1.293,44.74,-22.33
-1.292,44.74,-22.24
-1.291,44.74,-22.15
-1.29,44.74,-22.08
-1.289,44.74,-21.95
-1.288,44.74,-21.83
-1.287,44.74,-21.7
-1.286,44.74,-21.7
-1.285,44.74,-21.56
-1.284,44.74,-21.57
-1.283,44.74,-21.39
-1.282,44.74,-21.37
-1.281,44.74,-21.27
-1.28,44.74,-21.13
-1.279,44.74,-21.04
-1.278,44.74,-20.93
-1.277,44.74,-20.81
-1.276,44.74,-20.68
-1.275,44.74,-20.6
-1.274,44.74,-20.44
-1.273,44.74,-20.29
-1.272,44.74,-20.08
-1.271,44.74,-19.88
-1.27,44.74,-19.57
-1.269,44.74,-19.31
-1.268,44.74,-18.95
-1.267,44.74,-18.5
-1.266,44.74,-18.05
-1.265,44.74,-17.48
-1.264,44.74,-16.83
-1.263,44.74,-16.12
-1.262,44.74,-15.33
-1.261,44.74,-14.44
-1.26,44.74,-13.41
-1.259,44.74,-12.48
-1.258,44.74,-11.48
-1.257,44.74,-10.72
-1.256,44.74,-9.74
-1.255,44.74,-8.03
-1.254,44.74,-5.0
-1.253,44.74,-3.67
-1.252,44.74,-5.43
-1.251,44.74,-5.16
-1.25,44.74,-3.53
-1.249,44.74,-0.73
-1.248,44.74,0.74
-1.247,44.74,1.15
-1.246,44.74,6.29
-1.184,44.74,4.35
-1.183,44.74,3.64
-1.182,44.74,2.19
-1.181,44.74,2.04
-1.18,44.74,1.89
-1.179,44.74,1.69
-1.178,44.74,1.77
-1.177,44.74,1.7
-1.176,44.74,1.77
-1.175,44.74,1.8
-1.174,44.74,1.73
-1.173,44.74,1.77
-1.172,44.74,1.87
-1.171,44.74,1.93
-1.17,44.74,2.22
-1.169,44.74,1.85
-1.168,44.74,1.77
-1.167,44.74,0.25
-1.166,44.74,-1.1
-1.165,44.74,-0.74
-1.164,44.74,0.08
-1.163,44.74,1.94
-1.162,44.74,1.96
-1.161,44.74,1.75
-1.16,44.74,1.51
-1.159,44.74,1.53
-1.158,44.74,2.01
-1.157,44.74,2.28
-1.156,44.74,2.12
-1.155,44.74,2.09
-1.154,44.74,2.18
-1.153,44.74,1.95
-1.152,44.74,2.1
-1.151,44.74,1.39
-1.15,44.74,0.59
-1.149,44.74,0.77
-1.148,44.74,1.63
-1.147,44.74,2.25
-1.146,44.74,2.05
-1.145,44.74,2.08
-1.144,44.74,2.05
-1.143,44.74,2.03
-1.142,44.74,2.16
-1.141,44.74,2.2
-1.14,44.74,2.14
-1.139,44.74,1.68
-1.138,44.74,1.57
-1.137,44.74,1.31
-1.136,44.74,1.89
-1.135,44.74,1.99
-1.134,44.74,1.99
-1.133,44.74,1.74
-1.132,44.74,1.78
-1.131,44.74,2.05
-1.13,44.74,1.89
-1.129,44.74,1.98
-1.128,44.74,1.95
-1.127,44.74,1.99
-1.126,44.74,1.7
-1.125,44.74,2.03
-1.124,44.74,1.91
-1.123,44.74,2.04
-1.122,44.74,2.08
-1.121,44.74,2.12
-1.12,44.74,2.18
-1.119,44.74,2.16
-1.118,44.74,2.29
-1.117,44.74,2.3
-1.116,44.74,2.34
-1.115,44.74,2.6
-1.114,44.74,2.88
-1.113,44.74,3.17
-1.112,44.74,3.46
-1.111,44.74,3.76
-1.11,44.74,3.98
-1.109,44.74,4.13
-1.108,44.74,4.27
-1.107,44.74,4.51
-1.106,44.74,4.88
-1.105,44.74,5.24
-1.104,44.74,5.55
-1.103,44.74,5.85
-1.102,44.74,6.12
-1.3,44.739,-22.9
-1.299,44.739,-22.85
-1.298,44.739,-22.79
-1.297,44.739,-22.7
-1.296,44.739,-22.55
-1.295,44.739,-22.48
-1.294,44.739,-22.4
-1.293,44.739,-22.31
-1.292,44.739,-22.23
-1.291,44.739,-22.13
-1.29,44.739,-22.07
-1.289,44.739,-21.93
-1.288,44.739,-21.8
-1.287,44.739,-21.68
-1.286,44.739,-21.62
-1.285,44.739,-21.54
-1.284,44.739,-21.49
-1.283,44.739,-21.36
-1.282,44.739,-21.32
-1.281,44.739,-21.27
-1.28,44.739,-21.11
-1.279,44.739,-21.01
-1.278,44.739,-20.91
-1.277,44.739,-20.79
-1.276,44.739,-20.64
-1.275,44.739,-20.54
-1.274,44.739,-20.35
-1.273,44.739,-20.18
-1.272,44.739,-20.01
-1.271,44.739,-19.8
-1.27,44.739,-19.51
-1.269,44.739,-19.22
-1.268,44.739,-18.86
-1.267,44.739,-18.39
-1.266,44.739,-17.94
-1.265,44.739,-17.43
-1.264,44.739,-16.68
-1.263,44.739,-15.99
-1.262,44.739,-15.19
-1.261,44.739,-14.22
-1.26,44.739,-13.15
-1.259,44.739,-12.25
-1.258,44.739,-11.41
-1.257,44.739,-10.62
-1.256,44.739,-9.47
-1.255,44.739,-7.48
-1.254,44.739,-4.43
-1.253,44.739,-3.24
-1.252,44.739,-5.44
-1.251,44.739,-4.68
-1.25,44.739,-2.79
-1.249,44.739,-0.29
-1.248,44.739,0.46
-1.247,44.739,1.45
-1.246,44.739,9.35
-1.185,44.739,4.36
-1.184,44.739,3.59
-1.183,44.739,2.7
-1.182,44.739,2.12
-1.181,44.739,1.99
-1.18,44.739,2.11
-1.179,44.739,1.9
-1.178,44.739,1.75
-1.177,44.739,1.86
-1.176,44.739,2.23
-1.175,44.739,1.72
-1.174,44.739,1.8
-1.173,44.739,1.92
-1.172,44.739,2.23
-1.171,44.739,1.79
-1.17,44.739,2.13
-1.169,44.739,2.4
-1.168,44.739,1.75
-1.167,44.739,1.53
-1.166,44.739,0.27
-1.165,44.739,-1.05
-1.164,44.739,-2.49
-1.163,44.739,0.21
-1.162,44.739,1.73
-1.161,44.739,1.2
-1.16,44.739,0.89
-1.159,44.739,1.71
-1.158,44.739,1.9
-1.157,44.739,1.91
-1.156,44.739,1.78
-1.155,44.739,1.6
-1.154,44.739,2.01
-1.153,44.739,1.95
-1.152,44.739,2.1
-1.151,44.739,2.01
-1.15,44.739,0.44
-1.149,44.739,0.76
-1.148,44.739,1.35
-1.147,44.739,1.97
-1.146,44.739,1.85
-1.145,44.739,2.01
-1.144,44.739,2.16
-1.143,44.739,2.17
-1.142,44.739,2.27
-1.141,44.739,2.31
-1.14,44.739,2.35
-1.139,44.739,2.2
-1.138,44.739,2.0
-1.137,44.739,1.78
-1.136,44.739,2.11
-1.135,44.739,1.47
-1.134,44.739,1.29
-1.133,44.739,1.35
-1.132,44.739,1.83
-1.131,44.739,1.99
-1.13,44.739,1.89
-1.129,44.739,1.93
-1.128,44.739,1.62
-1.127,44.739,1.53
-1.126,44.739,0.91
-1.125,44.739,1.64
-1.124,44.739,1.88
-1.123,44.739,2.13
-1.122,44.739,2.12
-1.121,44.739,2.19
-1.12,44.739,2.18
-1.119,44.739,1.97
-1.118,44.739,2.19
-1.117,44.739,2.27
-1.116,44.739,1.94
-1.115,44.739,2.15
-1.114,44.739,2.33
-1.113,44.739,2.52
-1.112,44.739,2.7
-1.111,44.739,3.01
-1.11,44.739,3.29
-1.109,44.739,3.49
-1.108,44.739,3.7
-1.107,44.739,3.96
-1.106,44.739,4.29
-1.105,44.739,4.62
-1.104,44.739,4.91
-1.103,44.739,5.15
-1.102,44.739,5.26
-1.101,44.739,5.12
-1.3,44.738,-22.89
-1.299,44.738,-22.81
-1.298,44.738,-22.73
-1.297,44.738,-22.61
-1.296,44.738,-22.54
-1.295,44.738,-22.45
-1.294,44.738,-22.38
-1.293,44.738,-22.3
-1.292,44.738,-22.21
-1.291,44.738,-22.07
-1.29,44.738,-22.0
-1.289,44.738,-21.87
-1.288,44.738,-21.75
-1.287,44.738,-21.7
-1.286,44.738,-21.6
-1.285,44.738,-21.49
-1.284,44.738,-21.43
-1.283,44.738,-21.34
-1.282,44.738,-21.26
-1.281,44.738,-21.19
-1.28,44.738,-21.07
-1.279,44.738,-20.98
-1.278,44.738,-20.86
-1.277,44.738,-20.73
-1.276,44.738,-20.57
-1.275,44.738,-20.44
-1.274,44.738,-20.3
-1.273,44.738,-20.13
-1.272,44.738,-19.93
-1.271,44.738,-19.7
-1.27,44.738,-19.41
-1.269,44.738,-19.12
-1.268,44.738,-18.84
-1.267,44.738,-18.37
-1.266,44.738,-17.85
-1.265,44.738,-17.25
-1.264,44.738,-16.58
-1.263,44.738,-15.83
-1.262,44.738,-15.0
-1.261,44.738,-13.98
-1.26,44.738,-12.99
-1.259,44.738,-12.08
-1.258,44.738,-11.33
-1.257,44.738,-10.48
-1.256,44.738,-9.01
-1.255,44.738,-6.81
-1.254,44.738,-4.0
-1.253,44.738,-3.45
-1.252,44.738,-2.79
-1.251,44.738,-4.13
-1.25,44.738,-2.31
-1.249,44.738,0.11
-1.248,44.738,1.12
-1.247,44.738,2.34
-1.187,44.738,4.36
-1.186,44.738,3.36
-1.185,44.738,3.24
-1.184,44.738,2.61
-1.183,44.738,1.93
-1.182,44.738,2.29
-1.181,44.738,2.13
-1.18,44.738,2.05
-1.179,44.738,2.07
-1.178,44.738,1.91
-1.177,44.738,1.71
-1.176,44.738,1.57
-1.175,44.738,2.06
-1.174,44.738,1.79
-1.173,44.738,1.67
-1.172,44.738,1.81
-1.171,44.738,1.45
-1.17,44.738,1.66
-1.169,44.738,1.98
-1.168,44.738,1.83
-1.167,44.738,1.71
-1.166,44.738,1.29
